"","mice","date_expe","AGE","AGE_MONTHS","REMAINTIME","PRED","BW","BT","FAT","FINKCALs","GLY","P5","Dim.1","STATUS"
"1",1,2021-02-17,760,"24.9",292,"under31",33.7,34.8,6.52,13.0098909465,162,16.461,1.9154128141595,"NS"
"2",1,2021-02-23,766,"25.1",286,"under31",35.1,36.8,6.92,NA,208,NA,4.07013257639793,"NS"
"3",1,2021-03-11,782,"25.6",270,"under31",34.7,36.2,7.31,9.6774854715,176,22.474,2.33625296378366,"NS"
"4",1,2021-03-23,794,"26.0",258,"under31",33.7,36.6,6.85,NA,180,NA,2.63736374474554,"NS"
"5",1,2021-04-07,809,"26.5",243,"under31",35,36.9,7.76,NA,186,24.652,3.14217252650338,"NS"
"6",1,2021-04-20,822,"27.0",230,"under31",34.38,36.3,6.62,NA,178,NA,2.47918595443807,"NS"
"7",1,2021-05-04,836,"27.4",216,"under31",33.2,37.5,5.61,8.3202954975,157,23.836,1.10923917400443,"NS"
"8",1,2021-05-18,850,"27.9",202,"under31",32.9,37.2,5.48,NA,172,19.821,1.64876946645327,"NS"
"9",1,2021-06-01,864,"28.3",188,"under31",33.43,36.6,5.45,11.9052428985,161,22.68,1.80076493944999,"NS"
"10",1,2021-06-15,878,"28.8",174,"under31",33.86,37.5,5.84,NA,151,24.875,1.36509625265174,"NS"
"11",1,2021-06-30,893,"29.3",159,"under31",35.1,36.7,5.64,10.1652966765,146,NA,1.34585923213348,"NS"
"12",1,2021-07-13,906,"29.7",146,"under31",33.81,36.3,5.51,NA,140,NA,0.423837924437684,"NS"
"13",1,2021-07-28,921,"30.2",131,"under31",34.04,37,5.37,11.1836349135,140,NA,1.33383494587029,"NS"
"14",1,2021-08-11,935,"30.7",117,"under31",33.95,36.2,5.31,NA,153,NA,0.917520347684693,"NS"
"15",1,2021-08-24,948,"31.1",104,"under31",33,37.2,NA,13.500121257,181,NA,3.12012894346064,"NS"
"16",1,2021-09-07,962,"31.5",90,"under31",32.1,36.8,NA,NA,150,NA,0.487778714923951,"NS"
"17",1,2021-09-23,978,"32.1",74,"under31",32.1,36.9,NA,11.728306506,150,NA,1.21253101649798,"NS"
"18",1,2021-10-05,990,"32.5",62,"under31",33.1,36.2,NA,NA,160,NA,1.01319015768117,"NS"
"19",1,2021-10-18,1003,"32.9",49,"under31",31.6,36.3,NA,8.109025281,135,NA,-0.654651530593796,"NS"
"20",1,2021-11-02,1018,"33.4",34,"under31",32.3,36.5,3.59,NA,147,NA,0.0210856727214307,"NS"
"21",1,2021-11-18,1034,"33.9",18,"above31",31.27,36.4,2.85,5.5043565255,126,NA,-2.10686232563444,"S"
"22",1,2021-12-01,1047,"34.3",5,"above31",31.7,33.5,2.05,NA,138,NA,-1.62380249890546,"NS"
"23",2,2021-02-17,760,"24.9",214,"under31",29.5,34.4,2.69,11.1093187905,131,22.572,-1.32017791436394,"NS"
"24",2,2021-02-23,766,"25.1",208,"under31",30.5,37,3.75,NA,164,NA,0.739195562420557,"NS"
"25",2,2021-03-11,782,"25.6",192,"under31",30.4,35.5,3.36,9.715441554,140,16.383,-0.787890041970878,"NS"
"26",2,2021-03-23,794,"26.0",180,"under31",29.6,35.2,3.44,NA,153,NA,-0.357178729428714,"NS"
"27",2,2021-04-07,809,"26.5",165,"under31",30.1,37,3.51,NA,153,32.117,0.097615542300675,"NS"
"28",2,2021-04-20,822,"27.0",152,"under31",29.78,36.4,3.52,NA,158,NA,0.188953303391218,"NS"
"29",2,2021-05-04,836,"27.4",138,"under31",30.52,37.2,3.41,13.2344720865,163,56.072,1.52236514144959,"NS"
"30",2,2021-05-18,850,"27.9",124,"under31",30.48,36.8,3.6,NA,139,48.021,-0.117118748831127,"NS"
"31",2,2021-06-01,864,"28.3",110,"under31",30.32,36.4,3.24,10.8833319315,138,60.167,-0.0324198401986043,"NS"
"32",2,2021-06-15,878,"28.8",96,"under31",30.94,36.9,3.26,NA,125,53.242,-0.53248089470866,"NS"
"33",2,2021-06-30,893,"29.3",81,"under31",31.2,36.4,3.64,9.9011684205,141,NA,-0.0984493909256463,"NS"
"34",2,2021-07-13,906,"29.7",68,"under31",30.43,36.6,3.14,NA,129,NA,-1.07319396585157,"NS"
"35",2,2021-07-28,921,"30.2",53,"under31",30.16,36.7,2.97,12.8106594945,128,NA,0.13296506747453,"NS"
"36",2,2021-08-11,935,"30.7",39,"under31",30.64,36,2.76,NA,145,NA,-0.616503421803397,"NS"
"37",2,2021-08-24,948,"31.1",26,"above31",30.2,36.3,NA,8.9978687505,128,NA,-0.936661123821873,"NS"
"38",2,2021-09-07,962,"31.5",12,"above31",30.1,36.4,NA,NA,142,NA,-0.379400207337848,"NS"
"39",3,2021-02-17,760,"24.9",113,"under31",26.3,34.9,1.93,7.015362543,111,17.071,-3.44421405587822,"S"
"40",3,2021-02-23,766,"25.1",107,"under31",32.5,36.4,4.19,NA,193,NA,2.20312417849743,"NS"
"41",3,2021-03-11,782,"25.6",91,"under31",31.6,35.5,3.66,5.5510958475,137,16.019,-1.63550776078663,"NS"
"42",3,2021-03-23,794,"26.0",79,"under31",32.3,36,4.48,NA,154,NA,0.482615970981412,"NS"
"43",3,2021-04-07,809,"26.5",64,"under31",32.5,36,5.15,NA,164,24.086,0.858254072713862,"NS"
"44",3,2021-04-20,822,"27.0",51,"under31",30.5,35,3.88,NA,132,NA,-1.08606220880633,"NS"
"45",3,2021-05-04,836,"27.4",37,"under31",31.6,35.2,4.76,8.782548327,137,24.089,-0.505117373383945,"NS"
"46",3,2021-05-18,850,"27.9",23,"above31",32.68,36.2,3.36,NA,129,20.173,-0.912104528485829,"NS"
"47",3,2021-06-01,864,"28.3",9,"above31",31.87,36.1,2.02,8.978343948,107,17.982,-1.93585932660169,"S"
"48",4,2021-02-17,760,"24.9",180,"under31",36.1,34.9,3.85,8.82654633,127,23.915,-0.564419361186522,"NS"
"49",4,2021-02-23,766,"25.1",174,"under31",34.3,37.4,4.07,NA,135,NA,0.0725347510110965,"NS"
"50",4,2021-03-11,782,"25.6",158,"under31",34.5,36,4.66,9.7939598085,131,13.559,0.0963307329628356,"NS"
"51",4,2021-03-23,794,"26.0",146,"under31",34.1,36.4,4.39,NA,151,NA,0.608373741332261,"NS"
"52",4,2021-04-07,809,"26.5",131,"under31",34.6,35.6,4.77,NA,145,22.186,0.179709131802449,"NS"
"53",4,2021-04-20,822,"27.0",118,"under31",33.88,35.9,4.63,NA,162,NA,1.01886617374028,"NS"
"54",4,2021-05-04,836,"27.4",104,"under31",33.83,36.3,3.88,7.703346798,131,34.929,-0.529617235735322,"NS"
"55",4,2021-05-18,850,"27.9",90,"under31",34.66,36,4.01,NA,127,33.679,-0.360694615871652,"NS"
"56",4,2021-06-01,864,"28.3",76,"under31",34.2,36.3,3.83,7.6968140445,124,14.613,-0.832322227804193,"NS"
"57",4,2021-06-15,878,"28.8",62,"under31",34.28,36.1,3.21,NA,122,32.272,-0.839242093440961,"NS"
"58",4,2021-06-30,893,"29.3",47,"under31",35.3,36,3.23,8.651098575,118,NA,-0.848807912463403,"NS"
"59",4,2021-07-13,906,"29.7",34,"under31",35.61,35.6,3.06,NA,127,NA,-0.878724118356902,"NS"
"60",4,2021-07-28,921,"30.2",19,"above31",35.8,34.7,2.9,7.6470228765,145,NA,-0.745104345036687,"NS"
"61",4,2021-08-11,935,"30.7",5,"above31",33.49,34.8,2.39,NA,120,NA,-1.80348049630726,"NS"
"62",5,2021-02-17,760,"24.9",243,"under31",32.6,35.8,3.2,10.385007885,151,19.559,0.0283345627880944,"NS"
"63",5,2021-02-23,766,"25.1",237,"under31",33.3,36.4,4.53,NA,152,NA,0.61128149363291,"NS"
"64",5,2021-03-11,782,"25.6",221,"under31",32.3,36.7,4.11,10.933568856,172,21.712,1.28583130801778,"NS"
"65",5,2021-03-23,794,"26.0",209,"under31",33,36.5,4.73,NA,177,NA,1.7518115601293,"NS"
"66",5,2021-04-07,809,"26.5",194,"under31",32.5,36.2,4.79,NA,164,NA,1.08182806848497,"NS"
"67",5,2021-04-20,822,"27.0",181,"under31",32.6,36.6,4.89,NA,152,NA,0.697046536821284,"NS"
"68",5,2021-05-04,836,"27.4",167,"under31",33.41,36.5,4.74,7.7517138825,165,23.554,0.624896810312104,"NS"
"69",5,2021-05-18,850,"27.9",153,"under31",32.26,36.4,4.31,NA,156,23.105,0.394209592714573,"NS"
"70",5,2021-06-01,864,"28.3",139,"under31",32.65,36,4.29,8.927267265,105,37.385,-1.03173327672245,"NS"
"71",5,2021-06-15,878,"28.8",125,"under31",33.13,35.6,4.33,NA,129,53.02,-0.21250005186647,"NS"
"72",5,2021-06-30,893,"29.3",110,"under31",33,36.5,3.88,8.35487919,125,NA,-0.693786326965403,"NS"
"73",5,2021-07-13,906,"29.7",97,"under31",32.9,35.8,4.04,NA,121,NA,-1.07224846465267,"NS"
"74",5,2021-07-28,921,"30.2",82,"under31",33.03,36,4.13,13.672714167,117,NA,0.645011673900154,"NS"
"75",5,2021-08-11,935,"30.7",68,"under31",32.63,35.7,3.7,NA,131,NA,-0.795403504457195,"NS"
"76",5,2021-08-24,948,"31.1",55,"under31",33.3,35.5,NA,9.1716536835,112,NA,-1.04720250903347,"NS"
"77",5,2021-09-07,962,"31.5",41,"under31",32.6,36.1,NA,NA,150,NA,0.395279134008928,"NS"
"78",5,2021-09-23,978,"32.1",25,"above31",32.9,36.4,NA,6.696424602,150,NA,-0.228891803698342,"NS"
"79",5,2021-10-05,990,"32.5",13,"above31",29,36,NA,NA,119,NA,-1.83597242465097,"S"
"80",6,2021-02-17,760,"24.9",285,"under31",33,35.2,3.53,7.964039223,128,23.973,-1.17951546270255,"NS"
"81",6,2021-02-23,766,"25.1",279,"under31",32.8,37.1,3.78,NA,155,NA,0.62271181742404,"NS"
"82",6,2021-03-11,782,"25.6",263,"under31",32.7,37.4,3.9,9.6328563975,177,14.538,1.24386699841898,"NS"
"83",6,2021-03-23,794,"26.0",251,"under31",32.6,36.6,4.39,NA,173,NA,1.45426913829095,"NS"
"84",6,2021-04-07,809,"26.5",236,"under31",32.3,35.8,4.02,NA,171,24.203,0.617794748501263,"NS"
"85",6,2021-04-20,822,"27.0",223,"under31",31.27,35.9,3.01,NA,142,NA,-0.626879482718595,"NS"
"86",6,2021-05-04,836,"27.4",209,"under31",31.66,36.5,3.86,8.63568909,152,23.356,-0.0431219473419899,"NS"
"87",6,2021-05-18,850,"27.9",195,"under31",31.11,36.1,3.28,NA,135,21.156,-0.955633222633038,"NS"
"88",6,2021-06-01,864,"28.3",181,"under31",32.96,36.9,4.9,8.388716616,169,20.926,0.985270552183282,"NS"
"89",6,2021-06-15,878,"28.8",167,"under31",29.5,36.9,2.96,NA,127,27.513,-1.16052389217695,"NS"
"90",6,2021-06-30,893,"29.3",152,"under31",31.4,36.7,4.02,8.294940801,170,NA,0.472500586572517,"NS"
"91",6,2021-07-13,906,"29.7",139,"under31",32.23,37.1,3.84,NA,136,NA,-0.244014712751019,"NS"
"92",6,2021-07-28,921,"30.2",124,"under31",32.74,37,3.75,10.699969077,135,NA,0.352131396867276,"NS"
"93",6,2021-08-11,935,"30.7",110,"under31",31.55,36.4,3.29,NA,149,NA,-0.0876300998015249,"NS"
"94",6,2021-08-24,948,"31.1",97,"under31",31.1,36.4,NA,8.347994172,115,NA,-1.38490282116883,"NS"
"95",6,2021-09-07,962,"31.5",83,"under31",32.3,36.7,NA,NA,138,NA,-0.103867128506394,"NS"
"96",6,2021-09-23,978,"32.1",67,"under31",31.8,37,NA,10.381794654,143,NA,0.531522322678888,"NS"
"97",6,2021-10-05,990,"32.5",55,"under31",30.9,36.1,NA,NA,137,NA,-0.563856600834759,"NS"
"98",6,2021-10-18,1003,"32.9",42,"under31",28.4,36.3,NA,9.1580539365,133,NA,-1.07890037222434,"NS"
"99",6,2021-11-02,1018,"33.4",27,"above31",28.3,35.7,1.98,NA,112,NA,-2.60931495816321,"S"
"100",6,2021-11-18,1034,"33.9",11,"above31",26.59,34.7,1.61,5.21595207,116,NA,-3.90370269056441,"S"
"101",7,2021-02-17,760,"24.9",215,"under31",36.1,34.6,4.59,6.465469311,118,22.257,-1.24348985665259,"NS"
"102",7,2021-02-23,766,"25.1",209,"under31",36.3,36.4,4.7,NA,158,NA,1.23968922102198,"NS"
"103",7,2021-03-11,782,"25.6",193,"under31",36.2,36.6,4.62,11.4782415615,143,15.984,1.24698580766496,"NS"
"104",7,2021-03-23,794,"26.0",181,"under31",35.2,36.7,5.04,NA,157,NA,1.2575686267215,"NS"
"105",7,2021-04-07,809,"26.5",166,"under31",35.9,36.2,5.08,NA,155,35.017,1.20778883191783,"NS"
"106",7,2021-04-20,822,"27.0",153,"under31",35.77,36.6,5.28,NA,160,NA,1.49847563753905,"NS"
"107",7,2021-05-04,836,"27.4",139,"under31",35.83,35.1,4.76,9.261934122,150,23.738,0.499376157207967,"NS"
"108",7,2021-05-18,850,"27.9",125,"under31",36.18,35.2,5.91,NA,144,26.214,0.659503780206297,"NS"
"109",7,2021-06-01,864,"28.3",111,"under31",35.44,36.6,5.38,9.30041721,152,19.278,1.13476619797323,"NS"
"110",7,2021-06-15,878,"28.8",97,"under31",36.76,36.3,5.01,NA,152,27.578,1.1087107494922,"NS"
"111",7,2021-06-30,893,"29.3",82,"under31",35.7,35.1,5.13,9.8178136245,161,NA,1.18282609727727,"NS"
"112",7,2021-07-13,906,"29.7",69,"under31",36.74,35,5.66,NA,147,NA,0.773205435819247,"NS"
"113",7,2021-07-28,921,"30.2",54,"under31",36.87,36.6,5.25,6.855731631,137,NA,0.159818484302739,"NS"
"114",7,2021-08-11,935,"30.7",40,"under31",35.65,36.1,4.22,NA,129,NA,-0.308796757648801,"NS"
"115",7,2021-08-24,948,"31.1",27,"above31",35.5,36.4,NA,8.766661365,102,NA,-0.828847020459882,"NS"
"116",7,2021-09-07,962,"31.5",13,"above31",36.2,36.7,NA,NA,96,NA,-1.50469539771346,"NS"
"117",7,2021-09-23,978,"32.1",1,"above31",31.4,36.5,NA,NA,NA,NA,-0.0479707840942286,"NS"
"118",8,2021-02-17,760,"24.9",33,"under31",36.4,36.6,6.46,6.117712461,150,38.035,0.919226194477696,"NS"
"119",8,2021-02-23,766,"25.1",27,"above31",38.4,35.9,6.51,NA,165,NA,2.20721982318692,"NS"
"120",8,2021-03-11,782,"25.6",11,"above31",36.6,36.6,5.87,9.654735195,139,20.699,1.19501899764474,"NS"
"121",9,2021-02-17,760,"24.9",163,"under31",33,34.2,3.88,5.766668922,131,37.018,-1.72637904860943,"NS"
"122",9,2021-02-23,766,"25.1",157,"under31",33.5,35.2,4.53,NA,157,NA,0.564349462394997,"NS"
"123",9,2021-03-11,782,"25.6",141,"under31",32.8,36.4,4.61,11.1020598045,156,24.245,1.05232598933211,"NS"
"124",9,2021-03-23,794,"26.0",129,"under31",31.9,36.3,3.8,NA,156,NA,0.387766380148956,"NS"
"125",9,2021-04-07,809,"26.5",114,"under31",33.3,35.8,4.87,NA,178,40.263,1.52935200798579,"NS"
"126",9,2021-04-20,822,"27.0",101,"under31",32.63,35.9,4.65,NA,139,NA,-0.105456407072942,"NS"
"127",9,2021-05-04,836,"27.4",87,"under31",33.28,36.1,4.48,10.981120668,135,22.045,0.363783951085392,"NS"
"128",9,2021-05-18,850,"27.9",73,"under31",32.92,36.2,4.04,NA,165,31.649,0.75897532597785,"NS"
"129",9,2021-06-01,864,"28.3",59,"under31",32.4,36.4,4.32,7.9020289845,137,29.515,-0.367572733709318,"NS"
"130",9,2021-06-15,878,"28.8",45,"under31",33.29,36.4,4.18,NA,113,22.759,-0.988179616674391,"NS"
"131",9,2021-06-30,893,"29.3",30,"above31",33.3,35.1,3.73,9.37822704,102,NA,-1.40488292353467,"NS"
"132",9,2021-07-13,906,"29.7",17,"above31",34.02,35.6,2.15,NA,101,NA,-2.457716144386,"S"
"133",9,2021-07-28,921,"30.2",2,"above31",43.83,33.7,4.02,NA,116,NA,-0.647227910338874,"NS"
"134",10,2021-02-17,760,"24.9",253,"under31",32.7,34.9,5.97,11.146199715,158,34.906,1.18905905062507,"NS"
"135",10,2021-02-23,766,"25.1",247,"under31",31.9,35.1,4.88,NA,149,NA,0.133649471297693,"NS"
"136",10,2021-03-11,782,"25.6",231,"under31",23.7,36.7,1.62,14.7184739415,121,10.663,-1.23693987356858,"NS"
"137",10,2021-03-23,794,"26.0",219,"under31",31.6,35.8,4.85,NA,154,NA,0.476428681707542,"NS"
"138",10,2021-04-07,809,"26.5",204,"under31",33.2,36,5.06,NA,148,29.794,0.463188752965737,"NS"
"139",10,2021-04-20,822,"27.0",191,"under31",31.2,35.2,4.69,NA,124,NA,-1.06123622004129,"NS"
"140",10,2021-05-04,836,"27.4",177,"under31",32.51,35.3,5.2,5.729825283,160,31.122,-0.278447427683717,"NS"
"141",10,2021-05-18,850,"27.9",163,"under31",30.62,35.4,4.2,NA,151,20.829,-0.411789219053315,"NS"
"142",10,2021-06-01,864,"28.3",149,"under31",32.75,35.5,4.87,6.294769614,149,24.459,-0.506361294025864,"NS"
"143",10,2021-06-15,878,"28.8",135,"under31",32.04,36.4,4.89,NA,144,21.51,0.129398721202171,"NS"
"144",10,2021-06-30,893,"29.3",120,"under31",32.5,36,4.75,7.512735531,132,NA,-0.653042231056169,"NS"
"145",10,2021-07-13,906,"29.7",107,"under31",32.3,35.6,4.68,NA,163,NA,0.840660026417236,"NS"
"146",10,2021-07-28,921,"30.2",92,"under31",33.14,34.9,4.68,4.727770236,166,NA,-0.734670469586118,"NS"
"147",10,2021-08-11,935,"30.7",78,"under31",31.92,36,4.01,NA,147,NA,-0.00727986346772138,"NS"
"148",10,2021-08-24,948,"31.1",65,"under31",32,35.6,NA,6.3392167125,154,NA,-0.592421953461041,"NS"
"149",10,2021-09-07,962,"31.5",51,"under31",31,36.4,NA,NA,153,NA,0.334834450207893,"NS"
"150",10,2021-09-23,978,"32.1",35,"under31",31.4,36.5,NA,6.133225455,142,NA,-0.964216185249475,"NS"
"151",10,2021-10-05,990,"32.5",23,"above31",30.3,36.2,NA,NA,157,NA,0.356594533691754,"NS"
"152",10,2021-10-18,1003,"32.9",10,"above31",25.3,36,NA,4.915692495,111,NA,-3.83408980423954,"S"
"153",11,2021-02-17,760,"24.9",41,"under31",33,34.8,3.69,8.876168322,121,25.003,-1.20497860321822,"NS"
"154",11,2021-02-23,766,"25.1",35,"under31",36.3,36.2,4.52,NA,135,NA,0.137001445275289,"NS"
"155",11,2021-03-11,782,"25.6",19,"above31",36.2,36.4,4.86,11.053188531,125,18.124,0.686098076217353,"NS"
"156",11,2021-03-23,794,"26.0",7,"above31",36.7,36.8,4.8,NA,148,NA,0.973299113577159,"NS"
"157",12,2021-02-17,760,"24.9",400,"under31",37.2,34.5,4.74,10.478409732,141,20.203,0.524596820121456,"NS"
"158",12,2021-02-23,766,"25.1",394,"under31",38,35.1,5.25,NA,143,NA,0.628216740633039,"NS"
"159",12,2021-03-11,782,"25.6",378,"under31",38.4,36.5,6.02,10.122328755,135,32.742,1.54500838415398,"NS"
"160",12,2021-03-23,794,"26.0",366,"under31",38.2,37.7,6.07,NA,153,NA,1.95604563828114,"NS"
"161",12,2021-04-07,809,"26.5",351,"under31",38.5,36.9,6.34,NA,158,25.09,2.16033082676014,"NS"
"162",12,2021-04-20,822,"27.0",338,"under31",38.2,36.1,6.26,NA,152,NA,1.5913420353658,"NS"
"163",12,2021-05-04,836,"27.4",324,"under31",40.26,36.6,7.18,9.556767822,181,39.862,3.38077157797925,"NS"
"164",12,2021-05-18,850,"27.9",310,"under31",39.19,37.2,7.08,NA,164,25.376,2.81515361136971,"NS"
"165",12,2021-06-01,864,"28.3",296,"under31",39.3,37.1,6.92,12.917184168,156,27.332,3.36882910630736,"NS"
"166",12,2021-06-15,878,"28.8",282,"under31",38.88,37.4,6.02,NA,147,39.054,2.12366756313019,"NS"
"167",12,2021-06-30,893,"29.3",267,"under31",39.6,35.4,6.64,8.5039004295,169,NA,2.07679555280344,"NS"
"168",12,2021-07-13,906,"29.7",254,"under31",40.35,37,6.32,NA,171,NA,2.875066677254,"NS"
"169",12,2021-07-28,921,"30.2",239,"under31",40.49,37.5,6.69,7.8603348915,161,NA,2.30591129943263,"NS"
"170",12,2021-08-11,935,"30.7",225,"under31",40.25,36.5,6.45,NA,152,NA,1.96058914012457,"NS"
"171",12,2021-08-24,948,"31.1",212,"under31",39.9,36.7,NA,8.824312539,122,NA,0.899533752675528,"NS"
"172",12,2021-09-07,962,"31.5",198,"under31",38.1,36.9,NA,NA,148,NA,1.49829157658209,"NS"
"173",12,2021-09-23,978,"32.1",182,"under31",38.6,36.9,NA,10.130778651,167,NA,2.6986953084784,"NS"
"174",12,2021-10-05,990,"32.5",170,"under31",39.1,36.8,NA,NA,187,NA,3.60838410572878,"NS"
"175",12,2021-10-18,1003,"32.9",157,"under31",38.7,37,NA,12.163605258,131,NA,2.03585817068297,"NS"
"176",12,2021-11-02,1018,"33.4",142,"under31",39.4,35.6,4.29,NA,186,NA,2.46432566077315,"NS"
"177",12,2021-11-18,1034,"33.9",126,"under31",38.8,36.4,4.23,8.1524205945,162,NA,1.13402538542686,"NS"
"178",12,2021-12-01,1047,"34.3",113,"under31",37.5,35.2,4.78,NA,177,NA,1.93083978236496,"NS"
"179",12,2021-12-13,1059,"34.7",101,"under31",37.7,36.5,3.66,8.494710945,133,NA,0.104448029407613,"NS"
"180",12,2022-01-11,1088,"35.7",72,"under31",36.08,36.2,2.92,1.9703255355,122,NA,-2.70605642003583,"S"
"181",12,2022-01-25,1102,"36.1",58,"under31",39.56,35.3,3.54,NA,133,NA,-0.125660239493972,"NS"
"182",12,2022-02-08,1116,"36.6",44,"under31",39.58,35.6,3.24,8.9938753065,144,NA,0.449302967468075,"NS"
"183",12,2022-02-18,1126,"36.9",34,"under31",40.18,35.6,3.32,NA,146,NA,0.507264779693755,"NS"
"184",12,2022-03-01,1137,"37.3",23,"above31",39.45,35.4,2.75,NA,124,NA,-0.749654718203501,"NS"
"185",12,2022-03-14,1150,"37.7",10,"above31",39.43,33.2,2.63,5.374644723,122,NA,-2.09343567930619,"S"
"186",13,2021-02-17,760,"24.9",243,"under31",31,34.7,3.9,6.258760725,139,20.028,-1.6162669637768,"NS"
"187",13,2021-02-23,766,"25.1",237,"under31",31.8,35.2,3.78,NA,143,NA,-0.455162505086651,"NS"
"188",13,2021-03-11,782,"25.6",221,"under31",30.8,36.1,3.88,7.4718722925,143,21.819,-0.812930022915271,"NS"
"189",13,2021-03-23,794,"26.0",209,"under31",30.9,36.6,3.33,NA,139,NA,-0.530405984865777,"NS"
"190",13,2021-04-07,809,"26.5",194,"under31",31.7,35.3,3.78,NA,152,24.364,-0.361312615149359,"NS"
"191",13,2021-04-20,822,"27.0",181,"under31",31.4,35.3,4.16,NA,130,NA,-0.920277537827131,"NS"
"192",13,2021-05-04,836,"27.4",167,"under31",31.65,36.1,4.03,7.202032677,132,25.485,-0.991004375035551,"NS"
"193",13,2021-05-18,850,"27.9",153,"under31",32.06,35.1,4.39,NA,142,39.197,-0.282376832392034,"NS"
"194",13,2021-06-01,864,"28.3",139,"under31",30.96,35.2,3.78,4.402312341,160,30.752,-1.3198401315673,"NS"
"195",13,2021-06-15,878,"28.8",125,"under31",31.61,35.9,4.3,NA,132,37.338,-0.459283180354014,"NS"
"196",13,2021-06-30,893,"29.3",110,"under31",32.3,35,4.33,7.861192458,131,NA,-0.987882630811386,"NS"
"197",13,2021-07-13,906,"29.7",97,"under31",31.68,36,3.55,NA,134,NA,-0.740059799405024,"NS"
